hand,-0.23332279379512177, -0.01190628151247534, 0.17584025642814466, 38.23369278458224,-9.062832024482898, -114.5569492975629
eye,0.09756043311265654, -0.011348590855489393, 0.3932923829866198 , -78.74777490120054, 112.2206587717655, 4.9743213761514715
hand,-0.12203784774896044, -0.00038771854640396234, 0.1843731377637331, -35.71658334743523, 9.697016310269124, -48.2445030803342
eye, -0.028083170088162416, -0.020473885499012117, 0.36875160108375943 , 3.898302113471282, -150.1778852340199, -15.523222126528944
hand,-0.25312660217219285, 0.0637757518758166, 0.18080398956903795, 17.973128529737412, -18.799743135029967, -70.28222319681888
eye, 0.10248675208827038, 0.08246854860167313, 0.377417113879941 , -37.27636907211605, 145.37412668657885, 9.361145760032505
hand,-0.1817402478994328, -0.10198907312065056, 0.18338955681470961, 13.408771237604391,-18.815845320261378, -33.020766224516414
eye, 0.06583028275592331, -0.10255959219567375, 0.3832300193047735 , 8.544356443716516, 149.66391841106562, 6.298689998745063
hand,-0.17178606137671265, -0.01844857997084003, 0.05996205241536376, 31.279065591025766,28.42246381094141, -101.1924274484504
eye, 0.022212060687649818, -0.0110784769641407, 0.5034177168631252 , -83.12455054293231, 116.57326938060497, -47.535540242862645
hand,-0.15115484938576634, 0.03252257699917359, 0.12875573804949914, 26.223938186749596, 10.277499565591638, -79.8337351797763
eye, 0.0016252825986584525, 0.029988671903419837, 0.4298470777358353 , -55.00626222939671, 140.15354005185804, -28.79890545748986
hand,-0.09644481054648052, 0.051267106747865485, 0.16117221002469714, 24.614251737486168, -5.095174451443976, -51.88876761724706
eye, -0.04889312071366201, 0.03742973075789756, 0.3819647721328771 , -17.593925605336413, 145.9632605038118, -13.00632535242083
hand,-0.16279216184680234, 0.061060820918537304, 0.09862831594534256, -51.781757131737216,34.99801774358146, -114.08647514161844
eye, -0.0038752297510147643, 0.05119387410803599, 0.46240060747087475 , 56.97271040832944, -111.83732938072505, 42.51674629254962
hand,-0.15064500710875955, 0.04531011251718074, 0.12300343414360852, 18.303766111954538, -11.775488884839186, -56.308716433994285
eye, 0.002090201634394262, 0.0206887452818675, 0.4294932002981375 , -10.624267379964357, 149.72490395284944, -5.530538637753087
hand,-0.17785047158257206, 0.058684126738310256, 0.17183931391941412, -16.742520167467923, -4.7909616985844945, -78.60600314376272
eye, 0.02926178414767272, 0.034334678829350054, 0.381305569119482 , 45.19115627840528, -162.73712751411247, -13.762608542646955
hand,-0.20311022125200423, 0.01385763107604129, 0.15279617888700986, -35.717478926756776, 38.189541822662285, -69.73665267911682
eye, 0.05134424763191908, -0.011834529893801024, 0.4133654954446595 , 10.295545171083578, -137.38617632606082, 23.751899223436972
hand,-0.23354360145098307, 0.022178441987156135, 0.16505900634679876, 5.260280140977138, -6.9366344232852155, -25.49734737977735
eye, 0.09289552973139567, 0.0024247090674377747, 0.39522739377925625 , 28.800340506345023, 158.7784959039959, -3.585986525337373
hand,-0.24749824074080753, 0.1122238378931607, 0.15870747829539544, -6.3862277179713045, 9.913189164695703, -152.7037900107992
eye, 0.08452466848869483, 0.1208059777981886, 0.40507407052886524 , -148.62105990137835, 102.01113574600244, -25.712268998904957
